Time (s),Target Speed,Current Position,Current Speed,Target Degree
1.430511474609375e-06,2322.23339162062,-107.5,-10.136951808071624,1197.367839191742
0.03613400459289551,424.5836110786584,-107.2391357421875,7.288219816819317,-443.24290948764013
0.06665897369384766,420.93345355837715,-106.90243530273438,11.127146087600558,87.68242415552837
0.09878420829772949,431.2013590477166,-107.05999755859375,-4.935614688902664,104.19817703417966
0.12939953804016113,444.7942944935499,-107.76713562011719,-22.876253355135287,113.08878206008737
0.165679931640625,437.02521267881696,-108.06097412109375,-7.968860324069883,91.74886681470983
0.19665837287902832,432.243896484375,-108.06097412109375,0.0,90.95710949584203
0.22934842109680176,444.6092395066729,-108.6199951171875,-16.882098396538193,110.36064601977017
0.2655179500579834,436.39224218285756,-108.71212768554688,-2.5728857344501113,90.28167920451892
0.29728150367736816,425.90668625476536,-108.32243347167969,12.305079386588973,82.98350634501679
0.3335001468658447,406.30155979455213,-107.0040283203125,36.19092247782977,69.48583780099135
0.3659374713897705,350.88803234325945,-103.5831298828125,105.74081197998423,15.305888986099106
0.3990805149078369,324.8463118926423,-99.5,121.92281351226283,32.03510884506833
0.4324955940246582,263.2525646297073,-93.38394165039062,183.8053366197587,-19.629819313018345
0.4644432067871094,193.36020257564746,-85.5,247.73299570725422,-54.01158333801143
0.49791550636291504,190.09563690236968,-78.5609130859375,206.91335906896722,7.498470562555001
0.5337991714477539,133.10086988646108,-69.86196899414062,243.9116768168357,-50.733312873145124
0.5658402442932129,60.48493064567421,-60.165985107421875,300.29834964002214,-92.71288769955194
0.6014697551727295,61.57020925830895,-51.649993896484375,241.71627721271426,-22.696267348326394
0.6338460445404053,-8.829125648045675,-42.0,294.71520941340947,-104.46614659813653
0.6650893688201904,-42.465160490213464,-33.0,290.7752674836891,-82.90721566518899
0.7009682655334473,-54.80513956888791,-23.975189208984375,251.17649400804237,-59.72935334490807
0.7323007583618164,-99.63963895688548,-15.5,269.3993982614758,-101.23253786048369
0.7658798694610596,-116.22036237854999,-7.418243408203125,243.15556001893748,-76.1553645671435
0.800346851348877,-133.69132570614426,0.2947998046875,220.8535441456571,-76.61655864993934
0.8334214687347412,-139.7364263395946,6.5,189.560710565991,-64.73251953129704
0.8692691326141357,-137.01328533865913,11.8648681640625,149.25635447068188,-51.00861213635384
0.9022986888885498,-162.47345744737487,17.040985107421875,157.18252836281232,-80.4627089096291
0.9327073097229004,-156.1516517607435,20.787200927734375,121.67141341634337,-47.534375587741806
0.968942403793335,-125.54835628233795,22.833343505859375,57.02497043150075,-13.620506085648245
1.0007572174072266,-117.59274832521767,23.98822021484375,36.06644577640445,-24.77522767819913
1.0328524112701416,-116.39959090973767,24.8856201171875,28.095184068312783,-28.91971666215576
1.0689935684204102,-89.4909315660409,24.394744873046875,-13.48007987691099,2.0841987668935715
1.1023485660552979,-65.86066212454948,22.963043212890625,-43.31918454502171,11.21917344972343
1.1377806663513184,-64.20795950288996,21.63043212890625,-37.189615021225066,-7.193409730042647
1.169116497039795,-37.31176006314128,19.5,-67.81373322809787,25.019712402593587
1.2010178565979004,-32.22226959191179,17.5,-62.96288401348035,6.838062881549534
1.2363262176513672,-19.07148623988507,15.078948974609375,-68.74051609758739,16.301501411065253
1.269620656967163,-13.998822776013405,12.963836669921875,-63.09420650612349,10.629864678398096
1.3051354885101318,-13.183362208459691,11.13909912109375,-52.28839045985885,5.74034050722499
1.3373439311981201,-4.950994923779859,9.38616943359375,-54.32280468432524,14.04344525293438
1.369250774383545,-0.1655063416058269,7.736724853515625,-51.30232178742779,11.799065339200297
1.4047048091888428,-5.093986780590036,6.5,-34.84335536568327,0.5191844055469161
1.4362587928771973,-3.7080544751317888,5.525970458984375,-30.659712268009518,5.048723991678508
