Time (s),Target Speed,Current Position,Current Speed,Target Degree
9.5367431640625e-07,3631.3350392005245,-172.5625,5.033014574177572,1542.146810657961
0.016933202743530273,890.25,-172.5625,0.0,-1416.8707583263142
0.053147077560424805,890.25,-172.5625,0.0,195.855
0.08489751815795898,890.25,-172.5625,0.0,195.855
0.11676311492919922,890.25,-172.5625,0.0,195.855
0.15268158912658691,879.6178912272609,-172.0487823486328,14.295396945450685,183.4342863915195
0.18484139442443848,921.078733595314,-173.5,-45.13122265885668,243.94104655598127
0.21676325798034668,996.5853186340414,-178.0,-140.9755310567357,303.94401626368585
0.2528095245361328,932.6332826607094,-179.0,-27.72213776784888,162.1530592621025
0.28482842445373535,943.2889938473464,-180.1999969482422,-37.48167675729616,222.14621214987918
0.32080936431884766,947.6988996557693,-181.5,-36.16483275961558,217.3104811353008
0.3528783321380615,926.0,-181.5,0.0,185.68505307051456
0.3848402500152588,887.1272331152616,-179.7926788330078,53.40580369461618,154.55354650732016
0.4207632541656494,861.3466115252617,-177.0,77.75564745789715,158.43234985010076
0.4526998996734619,771.3230920772795,-171.0,187.79484653786741,65.75830147882832
0.48895907402038574,770.9376553484608,-165.5,151.77057441923196,146.0511696566939
0.5210123062133789,704.3188633928119,-158.55963134765625,216.53276999635517,66.3233467945589
0.5529196262359619,583.139232160655,-147.54608154296875,345.07515668536684,-25.868491834322164
0.5888960361480713,561.7669355212842,-136.5,307.05510746452643,60.66428615079287
1.0898795127868652,-376.7218249352222,79.5,431.20304155870366,-198.9569972380221
1.2248308658599854,-630.9546393094813,140.24270629882812,449.9730235236146,-258.0277309626331
1.256861686706543,-673.4251303061171,154.0,429.0418838435286,-249.26011359752036
1.2929246425628662,-632.746486436441,164.5,291.2441440607351,-153.77298481231315
1.3248498439788818,-604.1472410541788,170.91305541992188,200.82503229081897,-139.82326413915396
1.3569138050079346,-496.9828494099977,171.5,18.304749016662825,-23.020751280852892
1.393228530883789,-426.8671054396683,168.61904907226562,-79.34848474899037,-30.24638769067306
